id,uuid,title,url,geoHash,type,typology_id,typology_name,contract,isNew,luxury,visibility,isProjectLike,isMosaic,propertiesCount,price_value,price_formatted,price_min,price_max,price_range,price_visible,surface,rooms,bathrooms,floor,floor_number,floor_ga4value,elevator,address,latitude,longitude,city,province,region,macrozone,nation,description,caption,ga4features,ga4Heating,ga4Garage,views,agency_id,agency_type,agency_name,agency_label,agency_url,photo_id,photo_caption,photo_url_small,photo_url_medium,photo_url_large,typologyGA4Translation,matchSearch
102320022,737d9585-4db8-5f1c-b20d-1fd417004990,"Trilocale via Leonardo da Vinci 246/888, Via Roma, Borgo Barusso, Alassio",https://www.immobiliare.it/annunci/102320022/,spvf3cc2,ad,14,Appartamento,rent,False,False,star,False,False,,700.0,€ 700/mese,,,501 - 1000 &euro;,True,65 m²,3,1,"4°, con ascensore",4,4,True,Via Leonardo da Vinci,43.999,8.1646,Alassio,Savona,Liguria,"Via Roma, Borgo Barusso",Italia,,APPARTAMENTO TRILOCALE RISCALD.TO AUTONOMO 4/5 POSTI LETTO,"videocitofono, porta blindata, balcone, impianto tv centralizzato, arredato, esposizione doppia",Autonomo,1 in box privato/box in garage,"mare, monti",110130.0,agency,Ecco Casa,agenzia,https://www.immobiliare.it/agenzie-immobiliari/110130/ecco-casa-torino/,1309358870.0,,https://pwm.im-cdn.it/image/1309358870/xxs-c.jpg,https://pwm.im-cdn.it/image/1309358870/m-c.jpg,https://pwm.im-cdn.it/image/1309358870/xxl.jpg,Appartamento,
117260473,409ecf87-3118-5f7c-9a5b-b28af976c944,"Trilocale via 4 Novembre, Centro, Varazze",https://www.immobiliare.it/annunci/117260473/,spyh75ys,ad,14,Appartamento,rent,False,False,star,False,False,,,prezzo su richiesta,,,Prezzo su richiesta,False,95 m²,3,1,2°,2,2,,Via 4 Novembre,44.3622,8.5784,Varazze,Savona,Liguria,Centro,Italia,,Appartamento in affitto mesi estivi ed invernali no annuale,"porta blindata, balcone, impianto tv con parabola satellitare, arredato, esposizione doppia",Autonomo,,,199051.0,agency,Istituto Commerciale Italiano,agenzia,https://www.immobiliare.it/agenzie-immobiliari/199051/istituto-commerciale-italiano/,1629843095.0,Balcone,https://pwm.im-cdn.it/image/1629843095/xxs-c.jpg,https://pwm.im-cdn.it/image/1629843095/m-c.jpg,https://pwm.im-cdn.it/image/1629843095/xxl.jpg,Appartamento,
107199639,a1e6fd0f-a3c2-53c8-900d-8919ead8dd3a,"Monolocale via Sebastiano Caboto, Centro, Finale Ligure",https://www.immobiliare.it/annunci/107199639/,spvgmdzk,ad,14,Appartamento,rent,False,False,star,False,False,,2400.0,€ 2.400/mese,,,oltre 2.000 &euro;,True,75 m²,1,,,,,,Via Sebastiano Caboto,44.1815,8.3378,Finale Ligure,Savona,Liguria,Centro,Italia,,Via Sebastiano Caboto,arredato,Autonomo,,"mare, monti, db_feature.view.id_9",390284.0,agency,HousingAnywhere,agenzia,https://www.immobiliare.it/agenzie-immobiliari/390284/housing-anywhere/,1430758881.0,,https://pwm.im-cdn.it/image/1430758881/xxs-c.jpg,https://pwm.im-cdn.it/image/1430758881/m-c.jpg,https://pwm.im-cdn.it/image/1430758881/xxl.jpg,Appartamento,
121517376,81ab5b52-fda0-5bea-9324-334323d120b2,"Trilocale via Giuseppe Verdi 7, Spotorno",https://www.immobiliare.it/annunci/121517376/,spvgxe2h,ad,14,Appartamento,rent,True,False,top,False,False,,750.0,€ 750/mese,,,501 - 1000 &euro;,True,75 m²,3,1,"2°, con ascensore",2,2,True,Via Giuseppe Verdi,44.22757339,8.41566658,Spotorno,Savona,Liguria,,Italia,,,"cucina, balcone, arredato",Autonomo,,,,,,,,1736769710.0,,https://pwm.im-cdn.it/image/1736769710/xxs-c.jpg,https://pwm.im-cdn.it/image/1736769710/m-c.jpg,https://pwm.im-cdn.it/image/1736769710/xxl.jpg,Appartamento,
86922976,a818c60c-f584-5a55-a018-1ce907b9b3c0,"Bilocale via Busci 9, Centro, Varazze",https://www.immobiliare.it/annunci/86922976/,spyh75xc,ad,14,Appartamento,rent,False,False,top,False,False,,1000.0,€ 1.000/mese,,,501 - 1000 &euro;,True,65 m²,2,1,1°,1,1,,Via Busci,44.36032867,8.57999039,Varazze,Savona,Liguria,Centro,Italia,,,arredato,Autonomo,,,,,,,,1035541626.0,,https://pwm.im-cdn.it/image/1035541626/xxs-c.jpg,https://pwm.im-cdn.it/image/1035541626/m-c.jpg,https://pwm.im-cdn.it/image/1035541626/xxl.jpg,Appartamento,
90419581,a262324d-fb48-572c-a4eb-d3877a0e883e,"Bilocale piazza San Bartolomeo 24, Centro, Varazze",https://www.immobiliare.it/annunci/90419581/,spyh75x8,ad,14,Appartamento,rent,False,False,top,False,False,,1000.0,€ 1.000/mese,,,501 - 1000 &euro;,True,65 m²,2,1,Piano terra,piano terra,piano terra,,Piazza San Bartolomeo,44.36022186,8.57995033,Varazze,Savona,Liguria,Centro,Italia,,,"cucina, arredato",Autonomo,1 in parcheggio/garage comune,,,,,,,1091604763.0,,https://pwm.im-cdn.it/image/1091604763/xxs-c.jpg,https://pwm.im-cdn.it/image/1091604763/m-c.jpg,https://pwm.im-cdn.it/image/1091604763/xxl.jpg,Appartamento,
86952438,6cedfff6-e751-5aff-9d2e-9952a55f215d,"Trilocale via Guglielmo Marconi 9, Centro, Varazze",https://www.immobiliare.it/annunci/86952438/,spyh77sd,ad,14,Appartamento,rent,False,False,top,False,False,,1200.0,€ 1.200/mese,,,1.001 - 1.500 &euro;,True,100 m²,3,2,Piano terra,piano terra,piano terra,,Via Guglielmo Marconi,44.36044312,8.58678627,Varazze,Savona,Liguria,Centro,Italia,,,"cucina, arredato",Autonomo,,mare,,,,,,1036035626.0,,https://pwm.im-cdn.it/image/1036035626/xxs-c.jpg,https://pwm.im-cdn.it/image/1036035626/m-c.jpg,https://pwm.im-cdn.it/image/1036035626/xxl.jpg,Appartamento,
120703454,99a9e514-feb6-5190-943f-c1190b1153ec,"Bilocale via Giuseppe Riello 5/7, Centro, Loano",https://www.immobiliare.it/annunci/120703454/,spvg5crc,ad,14,Appartamento,rent,False,False,top,False,False,,,prezzo su richiesta,,,Prezzo su richiesta,False,44 m²,2,1,"3°, con ascensore",3,3,True,Via Giuseppe Riello,44.1283,8.2615,Loano,Savona,Liguria,Centro,Italia,,AFFITTO BILOCALE FRONTE MARE A LOANO,"videocitofono, porta blindata, esposizione esterna, armadio a muro, impianto tv con parabola satellitare, arredato",Centralizzato,1 in box privato/box in garage,"mare, panoramica",189688.0,agency,Agenzia Edilriviera,agenzia,https://www.immobiliare.it/agenzie-immobiliari/189688/edilriviera/,1710905168.0,Cucina,https://pwm.im-cdn.it/image/1710905168/xxs-c.jpg,https://pwm.im-cdn.it/image/1710905168/m-c.jpg,https://pwm.im-cdn.it/image/1710905168/xxl.jpg,Appartamento,
71951122,d680b071-8261-5c49-9775-13e9a5c8cc98,"Trilocale buono stato, piano terra, Borghetto Santo Spirito",https://www.immobiliare.it/annunci/71951122/,spvfgrpn,ad,14,Appartamento,rent,False,False,top,False,False,,,prezzo su richiesta,,,Prezzo su richiesta,False,75 m²,3,1,Piano terra,piano terra,piano terra,,Via dei Tigli,44.1168,8.2384,Borghetto Santo Spirito,Savona,Liguria,,Italia,,"Borghetto Santo Spirito, vacanze al mare in villa","esposizione esterna, accesso per disabili, impianto tv centralizzato, arredato",Autonomo,1 in parcheggio/garage comune,,196119.0,constructor,Studio Degiorgis,Impresa Edile,https://www.immobiliare.it/imprese-edili/196119/studio-degiorgis-loano/,765893956.0,,https://pwm.im-cdn.it/image/765893956/xxs-c.jpg,https://pwm.im-cdn.it/image/765893956/m-c.jpg,https://pwm.im-cdn.it/image/765893956/xxl.jpg,Appartamento,
69924806,c7438114-ebe9-5d38-bd00-820500700c5d,"Quadrilocale viale Martiri della Libertà 18, Centro, Loano",https://www.immobiliare.it/annunci/69924806/,spvg5cwz,ad,14,Appartamento,rent,False,False,top,False,False,,750.0,€ 750/mese,,,501 - 1000 &euro;,True,95 m²,4,1,2°,2,2,,Viale Martiri della Libertà,44.13064575,8.26008797,Loano,Savona,Liguria,Centro,Italia,,,"balcone, arredato",Autonomo,,mare,,,,,,726385214.0,,https://pwm.im-cdn.it/image/726385214/xxs-c.jpg,https://pwm.im-cdn.it/image/726385214/m-c.jpg,https://pwm.im-cdn.it/image/726385214/xxl.jpg,Appartamento,
120043608,b6f8e609-7106-5942-aa16-45ace05b2154,"Quadrilocale via Monaco 18, Laigueglia",https://www.immobiliare.it/annunci/120043608/,spvf1t71,ad,14,Appartamento,rent,False,False,top,False,False,,,prezzo su richiesta,,,Prezzo su richiesta,False,82 m²,4,1,"2°, con ascensore",2,2,True,Via Monaco,43.97436905,8.15625,Laigueglia,Savona,Liguria,,Italia,,,"cucina, balcone, arredato",Autonomo,,,,,,,,1690390486.0,,https://pwm.im-cdn.it/image/1690390486/xxs-c.jpg,https://pwm.im-cdn.it/image/1690390486/m-c.jpg,https://pwm.im-cdn.it/image/1690390486/xxl.jpg,Appartamento,
116374447,73568d84-6a9e-5167-ad7c-bb1d665a28b0,"Bilocale via Piave, 82, Centro, Varazze",https://www.immobiliare.it/annunci/116374447/,spyh7hk1,ad,14,Appartamento,rent,False,False,top,False,False,,,prezzo su richiesta,,,Prezzo su richiesta,False,45 m²,2,1,"4°, con ascensore",4,4,True,"Via Piave, 82",44.3644,8.5751,Varazze,Savona,Liguria,Centro,Italia,,Appartamento,"mansarda, fibra ottica, arredato",Assente,,,389386.0,agency,Gabetti Franchising Varazze,agenzia,https://www.immobiliare.it/agenzie-immobiliari/389386/gabetti-varazze/,1724401388.0,Facciata,https://pwm.im-cdn.it/image/1724401388/xxs-c.jpg,https://pwm.im-cdn.it/image/1724401388/m-c.jpg,https://pwm.im-cdn.it/image/1724401388/xxl.jpg,Appartamento,
110393247,b35a9205-4123-53c5-a3a7-357201846aea,"Trilocale via dei Forti di Legnino 8, Centro, Finale Ligure",https://www.immobiliare.it/annunci/110393247/,spvgmcm6,ad,14,Appartamento,rent,False,False,top,False,False,,,prezzo su richiesta,,,Prezzo su richiesta,False,106 m²,3,2,"Piano rialzato, con ascensore",piano rialzato,piano rialzato,True,Via dei Forti di Legnino,44.17237854,8.34609985,Finale Ligure,Savona,Liguria,Centro,Italia,,,"cucina, terrazzo, arredato",Autonomo,,mare,,,,,,1493393075.0,,https://pwm.im-cdn.it/image/1493393075/xxs-c.jpg,https://pwm.im-cdn.it/image/1493393075/m-c.jpg,https://pwm.im-cdn.it/image/1493393075/xxl.jpg,Appartamento,
119181707,1e0ee9d8-a03e-5f0a-adcb-05d0286a4dab,"Trilocale via San Filippo 4, Marina Di Andora, Andora",https://www.immobiliare.it/annunci/119181707/,spvf13yg,ad,14,Appartamento,rent,False,False,top,False,False,,750.0,€ 750/mese,,,501 - 1000 &euro;,True,65 m²,3,1,Piano terra,piano terra,piano terra,,Via San Filippo,43.95547104,8.15044022,Andora,Savona,Liguria,Marina Di Andora,Italia,,,"cucina, terrazzo, arredato",Autonomo,1 in box privato/box in garage,mare,,,,,,1670644615.0,,https://pwm.im-cdn.it/image/1670644615/xxs-c.jpg,https://pwm.im-cdn.it/image/1670644615/m-c.jpg,https://pwm.im-cdn.it/image/1670644615/xxl.jpg,Appartamento,
119959744,f3ff763e-60d3-5a02-a58b-682531d230d6,"Bilocale via dei Gazzi, Centro, Loano",https://www.immobiliare.it/annunci/119959744/,spvg5c1s,ad,14,Appartamento,rent,False,False,top,False,False,,,prezzo su richiesta,,,Prezzo su richiesta,False,40 m²,2,1,"2°, con ascensore",2,2,True,Via dei Gazzi,44.1273,8.253,Loano,Savona,Liguria,Centro,Italia,,Bilocale Loano a pochi passi dal centro,"cancello elettrico, videocitofono, impianto di allarme, esposizione esterna, accesso per disabili, balcone, terrazzo, impianto tv con parabola satellitare, arredato",Autonomo,,,198123.0,agency,1 Immobiliare,agenzia,https://www.immobiliare.it/agenzie-immobiliari/198123/numero-uno-immobiliare/,1687874840.0,Cortile interno,https://pwm.im-cdn.it/image/1687874840/xxs-c.jpg,https://pwm.im-cdn.it/image/1687874840/m-c.jpg,https://pwm.im-cdn.it/image/1687874840/xxl.jpg,Appartamento,
81856484,a80b3949-be73-5ddd-8a87-9fba05f9709a,"Trilocale via Leonardo da Vinci 5, Centro, Alassio",https://www.immobiliare.it/annunci/81856484/,spvf3fu1,ad,14,Appartamento,rent,True,False,top,False,False,,,prezzo su richiesta,,,Prezzo su richiesta,False,55 m²,3,1,"2°, con ascensore",2,2,True,Via Leonardo da Vinci,44.00455093,8.16853046,Alassio,Savona,Liguria,Centro,Italia,,,"balcone, arredato",Autonomo,,,,,,,,952680834.0,,https://pwm.im-cdn.it/image/952680834/xxs-c.jpg,https://pwm.im-cdn.it/image/952680834/m-c.jpg,https://pwm.im-cdn.it/image/952680834/xxl.jpg,Appartamento,
109296535,eb367946-272e-57b9-bdcb-0bc859b85781,"Bilocale ottimo stato, terzo piano, Albissola Marina",https://www.immobiliare.it/annunci/109296535/,spyh1tcv,ad,14,Appartamento,rent,False,False,top,False,False,,,prezzo su richiesta,,,Prezzo su richiesta,False,70 m²,2,1,3°,3,3,,Via Giuseppe Verdi,44.32944107,8.50601959,Albissola Marina,Savona,Liguria,,Italia,,,"cucina, balcone, terrazzo, arredato",Autonomo,,mare,,,,,,1472462055.0,,https://pwm.im-cdn.it/image/1472462055/xxs-c.jpg,https://pwm.im-cdn.it/image/1472462055/m-c.jpg,https://pwm.im-cdn.it/image/1472462055/xxl.jpg,Appartamento,
115208595,6dbfe31d-2a7f-51dc-9b39-2b06881fd239,"Villa a schiera 4 locali, ottimo stato, Villafranca, Garlenda",https://www.immobiliare.it/annunci/115208595/,spvf82wx,ad,26,Villa a schiera,rent,False,False,top,False,False,,1500.0,€ 1.500/mese,,,1.001 - 1.500 &euro;,True,250 m²,4,2,"3 piani: Interrato (-1), Piano terra, 1°","interrato (-1), piano terra, 1","interrato (-1), piano terra, 1",,Via Praglione,44.03733063,8.10595989,Garlenda,Savona,Liguria,Villafranca,Italia,,,"bagno per disabili, cucina, terrazzo, parzialmente arredato",Autonomo,5 in parcheggio/garage comune,,,,,,,1596482715.0,,https://pwm.im-cdn.it/image/1596482715/xxs-c.jpg,https://pwm.im-cdn.it/image/1596482715/m-c.jpg,https://pwm.im-cdn.it/image/1596482715/xxl.jpg,Villetta a schiera,
110644823,c01e30a3-adcc-54f8-a9d0-01b30e96c417,"Villa unifamiliare, ottimo stato, 100 m², Collina Centrale, Parco Fuor del Vento, Alassio",https://www.immobiliare.it/annunci/110644823/,spvf3gs6,ad,23,Villa unifamiliare,rent,False,False,top,False,False,,5000.0,€ 5.000/mese,,,oltre 2.000 &euro;,True,100 m²,3,2,Piano terra,piano terra,piano terra,,Via Rangè,44.00894547,8.16897869,Alassio,Savona,Liguria,"Collina Centrale, Parco Fuor del Vento",Italia,,,"cucina, terrazzo, arredato",Assente,2 in parcheggio/garage comune,"mare, panoramica",,,,,,1498240071.0,,https://pwm.im-cdn.it/image/1498240071/xxs-c.jpg,https://pwm.im-cdn.it/image/1498240071/m-c.jpg,https://pwm.im-cdn.it/image/1498240071/xxl.jpg,Villa,
113831079,66ebed83-8451-57f3-8104-ef1558345a6b,"Bilocale via Privata Angelo Vigo 79, Cavia, Regione Monti, Alassio",https://www.immobiliare.it/annunci/113831079/,spvfd8nu,ad,14,Appartamento,rent,False,False,premium,False,False,,2000.0,€ 2.000/mese,,,1.501 - 2.000 &euro;,True,65 m²,2,1,Piano terra,piano terra,piano terra,,Via Privata Angelo Vigo,44.0339,8.2051,Alassio,Savona,Liguria,"Cavia, Regione Monti",Italia,,SPETTACOLARE PORZIONE DI VILLA DAVANTI ALL'ISOLA GALLINARA,"idromassaggio, cancello elettrico, porta blindata, esposizione esterna, accesso per disabili, terrazzo, impianto tv centralizzato, arredato",Autonomo,1 in parcheggio/garage comune,"mare, panoramica, db_feature.view.id_9",3850.0,agency,"Nel 1974 nasce l' Agenzia Ceriale Mare sas per Comprare, Vendere e Affittare la tua casa",agenzia,https://www.immobiliare.it/agenzie-immobiliari/3850/agenzia-ceriale-mare/,1576587061.0,Balcone,https://pwm.im-cdn.it/image/1576587061/xxs-c.jpg,https://pwm.im-cdn.it/image/1576587061/m-c.jpg,https://pwm.im-cdn.it/image/1576587061/xxl.jpg,Appartamento,
119234715,2eb3e811-f0f7-5725-a8b4-3a7987816dd3,"Villa unifamiliare via Asti 17, Laigueglia",https://www.immobiliare.it/annunci/119234715/,spvf1stg,ad,23,Villa unifamiliare,rent,False,False,premium,False,False,,2500.0,€ 2.500/mese,,,oltre 2.000 &euro;,True,86 m²,4,2,Piano terra,piano terra,piano terra,,Via Asti,43.9706,8.1599,Laigueglia,Savona,Liguria,,Italia,,LAIGUEGLIA VILLA IN AFFITTO PER GIUGNO E SETTEMBRE,"porta blindata, esposizione esterna, terrazzo, impianto tv centralizzato, arredato",Autonomo,,panoramica,237714.0,agency,Vendocasa - Agenzia di Alassio,agenzia,https://www.immobiliare.it/agenzie-immobiliari/237714/vendocasa-alassio/,1669961931.0,Balcone,https://pwm.im-cdn.it/image/1669961931/xxs-c.jpg,https://pwm.im-cdn.it/image/1669961931/m-c.jpg,https://pwm.im-cdn.it/image/1669961931/xxl.jpg,Villa,
